,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud,Date,Time,Age,merch_country,merch_state
258453,30270400000000.0,"fraud_Osinski, Ledner and Leuschke",grocery_pos,340.71,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,8c2f2061c8bb41efbcd522e6f4715b5e,40.07549,-90.932026,1,24/09/2020,03:36,52,United States,Illinois
258455,676369000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,304.17,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,a3ee2c706627d2edfa1756e0bace5a1b,42.762068,-82.644804,1,24/09/2020,03:38,50,United States,Michigan
258990,586101000000.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1135.26,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06,f0b9d348563e2421ad482aacc6d1ed0c,42.370634,-75.887362,1,24/09/2020,13:10,56,United States,New York
259778,30270400000000.0,"fraud_Hermiston, Russel and Price",food_dining,119.06,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,6fa8a87afacdc46dca4980b46ba6bca6,41.499391,-91.728548,1,24/09/2020,22:14,52,United States,Iowa
259794,30270400000000.0,fraud_Harris Group,food_dining,118.24,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,88520059d616ec74fa73444cafefa608,41.370478,-91.961113,1,24/09/2020,22:29,52,United States,Iowa
259802,30270400000000.0,fraud_Morissette PLC,shopping_pos,1052.9,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,81fcbc2c6dc202658afa67dfb5a54986,41.419683,-91.67608,1,24/09/2020,22:37,52,United States,Iowa
259804,586101000000.0,fraud_Durgan-Auer,misc_net,963.78,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06,e10b0891f268be24032e0b8ccd1b00bb,41.32555,-75.444386,1,24/09/2020,22:38,56,United States,Pennsylvania
259810,4427810000000.0,fraud_Gleason-Macejkovic,shopping_net,914.35,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,1b0e73c664a05a9be0bbfb30ec4005bc,34.314129,-105.531025,1,24/09/2020,22:42,24,United States,New Mexico
259812,586101000000.0,fraud_Hickle Group,shopping_pos,1064.72,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06,b2e829d19c5e9159ae748985cd8e9e02,41.609997,-75.746714,1,24/09/2020,22:43,56,United States,Pennsylvania
259815,30270400000000.0,fraud_Emmerich-Rau,personal_care,16.32,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,376536fe9ece5554d8fb75489b3188b3,41.212492,-91.620246,1,24/09/2020,22:45,52,United States,Iowa
259820,4427810000000.0,fraud_Stamm-Rodriguez,misc_pos,9.1,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,5279a9429b94bd77b0a6ac314ab36d49,32.607518,-105.746937,1,24/09/2020,22:48,24,United States,New Mexico
259828,30270400000000.0,fraud_Bednar PLC,kids_pets,20.35,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,ee7c3a95d6120dddae187ff31c177f28,39.748842,-91.392595,1,24/09/2020,22:54,52,United States,Missouri
259834,586101000000.0,fraud_Kuhn LLC,misc_net,836.83,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06,5974b3b4b4cb810570506dee3bcc0f43,42.347743,-75.748297,1,24/09/2020,22:59,56,United States,New York
259869,30270400000000.0,fraud_Kirlin and Sons,personal_care,23.26,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,0ea85fe40692fffeb0e00fa257691ef1,41.666739,-91.2961,1,24/09/2020,23:23,52,United States,Iowa
259889,676369000000.0,"fraud_Okuneva, Schneider and Rau",shopping_pos,834.99,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,f268aae88de81dbd78e18cd19bb08e27,41.81706,-82.617486,1,24/09/2020,23:37,50,Canada,Ontario
259900,676369000000.0,fraud_Pagac LLC,shopping_pos,875.14,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,e426c61a701ffa11aa36bd861b54d33f,43.192062,-82.306091,1,24/09/2020,23:39,50,Canada,Ontario
259908,30270400000000.0,"fraud_Konopelski, Schneider and Hartmann",food_dining,114.9,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,e7558f0b83d76f41634597d85871af6f,39.986709,-91.218772,1,24/09/2020,23:46,52,United States,Illinois
259916,586101000000.0,"fraud_Larkin, Stracke and Greenfelder",entertainment,393.1,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06,c49442e03815902af7305d3b677b2126,41.260631,-76.411501,1,24/09/2020,23:52,56,United States,Pennsylvania
259926,676369000000.0,fraud_Pacocha-Bauch,shopping_pos,672.95,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,4984fae955e0f7a5c5401d715e0ac648,41.804918,-82.308767,1,24/09/2020,23:57,50,Canada,Ontario
259965,4.64685e+18,fraud_Schuppe-Schuppe,food_dining,106.28,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,d00cc8caab6dd6a53a48360f7a299ff9,41.215542,-73.545219,1,25/09/2020,00:33,34,United States,New York
259969,4427810000000.0,fraud_Kunze Inc,grocery_pos,299.29,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,38360dfc789597f1b36f10c6f06f74be,33.254866,-106.0639,1,25/09/2020,00:36,24,United States,New Mexico
260010,4427810000000.0,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,312.03,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,9ccbe4256c32a26095db56e6f453ed4d,32.984482,-105.124276,1,25/09/2020,01:15,24,United States,New Mexico
260078,4427810000000.0,fraud_Rutherford-Mertz,grocery_pos,251.36,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,776a1a4ddd1eef88d82c24c1010fe8cd,32.791126,-104.919269,1,25/09/2020,02:18,24,United States,New Mexico
260134,4427810000000.0,fraud_Friesen-Stamm,gas_transport,12.08,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,cb0326122ad0815e38c340632a0169cf,34.062263,-106.413186,1,25/09/2020,03:06,24,United States,New Mexico
260176,4.64685e+18,fraud_Dibbert-Green,entertainment,479.52,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,40ef48d02e6687785083eb31fe87004a,40.797655,-73.33613,1,25/09/2020,03:44,34,United States,New York
260192,2286240000000000.0,fraud_Kiehn-Emmerich,grocery_pos,334.14,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,e8d2ccc8b272f9371487a501e39f6a11,38.035715,-93.715329,1,25/09/2020,03:54,74,United States,Missouri
261639,2286240000000000.0,fraud_Koelpin and Sons,misc_net,851.6,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,35ecc36099e5601df28882ad0054edda,39.199666,-93.167642,1,25/09/2020,22:05,74,United States,Missouri
261643,2286240000000000.0,fraud_Hills-Witting,shopping_net,911.81,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,0622633ab12ee824b47b2d682ca9c1a4,38.307229,-94.022198,1,25/09/2020,22:09,74,United States,Missouri
261676,4.64685e+18,fraud_Baumbach Ltd,personal_care,22.44,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,89726f000093551cff527e377e713c4a,41.422884,-73.466718,1,25/09/2020,22:28,34,United States,Connecticut
261717,4427810000000.0,"fraud_Mosciski, Ziemann and Farrell",shopping_net,966.17,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,7561e349e89afaa612d7002e90c9c688,32.991018,-105.458003,1,25/09/2020,22:55,24,United States,New Mexico
261735,2286240000000000.0,fraud_Eichmann-Russel,misc_pos,49.16,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,5d23b120b11c9f3c87516787e84eb4d9,39.464529,-94.608105,1,25/09/2020,23:07,74,United States,Missouri
261766,2286240000000000.0,fraud_Reichel Inc,entertainment,620.39,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,62a9e31409f5bfa619ada26b84810bb8,38.908889,-93.038175,1,25/09/2020,23:28,74,United States,Missouri
261788,4427810000000.0,fraud_Boyer-Reichert,shopping_net,1008.56,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,a7d77cb2f23c8a534c055a6e7b08ae01,33.290521,-106.014594,1,25/09/2020,23:47,24,United States,New Mexico
261792,4.64685e+18,"fraud_Dare, Casper and Bartoletti",kids_pets,19.5,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,8f53a0a94c1937c37690277bac97989e,41.45538,-72.762974,1,25/09/2020,23:49,34,United States,Connecticut
261802,4427810000000.0,"fraud_Lehner, Reichert and Mills",misc_pos,7.9,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,c194ddd7110e17a4a39a5e71bf985fee,33.231494,-105.387103,1,25/09/2020,23:56,24,United States,New Mexico
261814,4.64685e+18,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,1115.73,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,fc49a7cb659e1ccabafb61d7715d05d5,41.148416,-72.937737,1,26/09/2020,00:08,34,United States,Connecticut
261829,4.64685e+18,fraud_Christiansen-Gusikowski,misc_pos,8.57,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,34f31096f3eb3543355af42435ca8b51,40.594429,-73.182881,1,26/09/2020,00:24,34,United States,New York
261997,6593940000000000.0,fraud_Kris-Padberg,shopping_pos,777.41,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,26f45f4e06f5f8ebbc82ec6be845f7e3,34.660323,-118.762018,1,26/09/2020,03:03,41,United States,California
262034,6593940000000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,369.54,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,df2318febd83d66dce16abde0805b234,34.648215,-118.361462,1,26/09/2020,03:41,41,United States,California
262538,4.64685e+18,"fraud_Jenkins, Hauck and Friesen",gas_transport,9.54,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,5b2d847161e767ff46f7c1ffc4821dc5,41.252963,-73.819864,1,26/09/2020,11:55,34,United States,New York
263369,4.64685e+18,"fraud_Dare, Casper and Bartoletti",kids_pets,17.31,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,5da3d6ca69e3a571d06d660e4d157795,39.990252,-72.609716,1,26/09/2020,20:46,34,No Country found,No State found
263727,6593940000000000.0,fraud_Volkman Ltd,misc_net,771.44,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,72ce0648a4ef269a9e9c73f38323054a,34.529426,-117.690785,1,27/09/2020,00:19,41,United States,California
263771,372965000000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,292.1,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,cb528601c22e106a6d27b1ac8fb48c35,37.239355,-109.079881,1,27/09/2020,00:55,68,United States,Utah
263851,60495593109.0,"fraud_Mosciski, Gislason and Mertz",grocery_pos,321.16,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,576001fed8a545d91e7110d7d2550d15,33.157616,-97.213484,1,27/09/2020,01:54,82,United States,Texas
263855,6593940000000000.0,fraud_Wolf Inc,grocery_pos,371.94,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,fd54351c5e0e94e22b5ca482963d42f4,33.692227,-118.47235,1,27/09/2020,02:00,41,United States,California
263982,6593940000000000.0,fraud_Mohr-Bayer,shopping_net,1030.02,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,562c70063fd7a6e9f17835c941379742,33.782994,-118.279099,1,27/09/2020,03:14,41,United States,California
264016,6593940000000000.0,fraud_Dooley Inc,shopping_pos,808.35,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,ed2ef0783ea4939f2047f30be4f3e86c,33.330811,-118.714314,1,27/09/2020,03:34,41,No Country found,No State found
265219,6593940000000000.0,fraud_Leannon-Nikolaus,travel,11.76,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,6705bb90a651933c64f6c6dd17d5ebb0,33.564088,-118.411544,1,27/09/2020,15:13,41,United States,California
265486,60495593109.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,987.0,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,5de9b385d617f8dc870ffd741da1b11a,32.477235,-97.481238,1,27/09/2020,17:13,82,United States,Texas
266160,60495593109.0,fraud_Bogisich-Homenick,misc_net,906.85,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,71f3dbed522945c07b7bf13e9b176b4f,33.004383,-96.482719,1,27/09/2020,22:00,82,United States,Texas
266177,372965000000000.0,fraud_Boyer PLC,shopping_net,1203.92,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,c19d9ff39ca763aea03afb594c10a1f8,37.458851,-108.29787,1,27/09/2020,22:07,68,United States,Colorado
266186,60495593109.0,fraud_Heaney-Marquardt,entertainment,334.92,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,1750e0462fc82c08dcedc7335166ccc4,32.074918,-97.041804,1,27/09/2020,22:10,82,United States,Texas
266203,372965000000000.0,fraud_DuBuque LLC,grocery_pos,307.77,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,257221dad34d2cf207e4ab202c1d8906,35.81365,-107.587304,1,27/09/2020,22:18,68,United States,New Mexico
266229,6593940000000000.0,"fraud_Bahringer, Bergnaum and Quitzon",home,244.33,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,ad7a8f4086ecb46d4cb229ec7fc4a079,33.916197,-118.405267,1,27/09/2020,22:29,41,United States,California
266280,372965000000000.0,fraud_Bednar Group,misc_net,933.69,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,935749ba6db1aeb592945e2e64dae531,36.680654,-108.804646,1,27/09/2020,22:49,68,United States,Arizona
266285,60495593109.0,fraud_Huel-Langworth,misc_net,1037.69,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,ae1bd81d6ff773d9cd320c330fa1e447,33.712763,-96.823124,1,27/09/2020,22:51,82,United States,Texas
266349,6593940000000000.0,fraud_Bins-Howell,personal_care,22.16,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,9812da36325a1deb2b8a62b404ae9e63,33.845292,-118.698142,1,27/09/2020,23:18,41,United States,California
266366,6593940000000000.0,fraud_Little Ltd,kids_pets,22.4,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,6ad3408d192603eeebe74c37fefcb5f9,34.908556,-118.700295,1,27/09/2020,23:25,41,United States,California
266381,372965000000000.0,"fraud_Tillman, Fritsch and Schmitt",misc_net,902.71,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,b7cbd2ca5d9b1a2083fea80070f3ddc2,35.890994,-107.402644,1,27/09/2020,23:30,68,United States,New Mexico
266419,372965000000000.0,fraud_Boyer-Reichert,shopping_net,997.8,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,60e10898e44f308bb9dd75128c25feda,36.165768,-109.189883,1,27/09/2020,23:45,68,United States,Arizona
266436,6593940000000000.0,fraud_Hilpert-Conroy,kids_pets,19.89,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,56adb8564ec0b9f61cc3cf64cc39a31d,34.889895,-118.500866,1,27/09/2020,23:51,41,United States,California
266495,60495593109.0,"fraud_Schaefer, Maggio and Daugherty",gas_transport,8.92,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,d59a00702b2798140c4ecf8d6c5b2e5f,32.548928,-96.251987,1,28/09/2020,00:15,82,United States,Texas
266511,6011480000000000.0,fraud_Bauch-Raynor,grocery_pos,300.96,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",1943-12-17,8f510656742622f64e0f6788543c9bc9,41.208108,-83.522053,1,28/09/2020,00:24,81,United States,Ohio
266753,60495593109.0,"fraud_Zieme, Bode and Dooley",gas_transport,8.45,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,3ae365f6b1e8a4f06ee30a6a94de0558,32.308707,-97.107111,1,28/09/2020,02:40,82,United States,Texas
267119,60495593109.0,fraud_Conroy-Cruickshank,gas_transport,11.85,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,aa418ae843551bdb54b469cdd25b4585,32.531301,-96.064023,1,28/09/2020,06:19,82,United States,Texas
267729,372965000000000.0,"fraud_Watsica, Haag and Considine",shopping_pos,943.71,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,28f51b814278286e900d338a81c94596,36.401327,-108.647255,1,28/09/2020,12:05,68,United States,Arizona
267836,372965000000000.0,"fraud_Reichert, Huels and Hoppe",shopping_net,903.87,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,23d163dc4186304ceacf260519037323,36.178325,-107.35152,1,28/09/2020,12:42,68,United States,New Mexico
268392,6011480000000000.0,"fraud_Schmeler, Bashirian and Price",shopping_net,1110.98,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",1943-12-17,22a715a7997acc01e7e3ac5c3dcf77d3,40.210694,-84.305769,1,28/09/2020,16:21,81,United States,Ohio
269376,60495593109.0,fraud_Kerluke-Abshire,shopping_net,997.39,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,a1ec1fa44f862ae6e4a0cb7e3ca8864d,31.966031,-97.02949,1,28/09/2020,22:23,82,United States,Texas
269380,372965000000000.0,fraud_Rempel Inc,shopping_net,984.59,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,7a88dc885d5109a3be38ccdadb967875,37.385572,-107.373744,1,28/09/2020,22:24,68,United States,Colorado
269441,60495593109.0,fraud_Beier and Sons,home,253.76,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,eef627b93406f70561c599a51939b271,31.773346,-96.458826,1,28/09/2020,22:46,82,United States,Texas
269451,60495593109.0,"fraud_Zboncak, Rowe and Murazik",shopping_net,1000.49,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,38727838926f6a4237a6346daa7605d4,32.91472,-97.668378,1,28/09/2020,22:49,82,United States,Texas
269483,60495593109.0,fraud_Stamm-Witting,shopping_net,956.22,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,fc2057fce8df788b5d517f02e3c99179,32.285544,-96.370911,1,28/09/2020,23:03,82,United States,Texas
269493,6011480000000000.0,fraud_Donnelly PLC,misc_net,887.62,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",1943-12-17,d198945e3eaceee3341defd78a112697,40.327104,-84.80378,1,28/09/2020,23:07,81,United States,Ohio
269543,372965000000000.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1128.66,Debbie,Robbins,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1956-02-02,bb47813c5214463d2cc9a4f9a40f47dc,37.46916,-108.8658,1,28/09/2020,23:21,68,United States,Colorado
